id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
mcgeisch;3.0;3.0;3.0;4.0;3;13.0
mcgeost;3.0;5.0;4.0;4.0;3;16.0
mcgeurs;4.0;4.0;4.0;4.0;3;16.0
mcgiys;4.0;3.0;4.0;3.0;3;14.0
mciarty;3.0;5.0;5.0;5.0;3;18.0
mciown;4.0;5.0;4.0;5.0;3;18.0
mciuss;4.0;4.0;5.0;3.0;3;16.0
mckaiahl;4.0;4.0;4.0;4.0;3;16.0
mckauech;3.0;4.0;4.0;3.0;3;14.0
mckauesch;3.0;4.0;4.0;3.0;3;14.0
mckeb;3.0;4.0;4.0;3.0;3;14.0
mckeeds;5.0;5.0;5.0;5.0;3;20.0
mckiird;4.0;5.0;5.0;3.0;3;17.0
mckiout;4.0;3.0;4.0;4.0;3;15.0
mckoard;4.0;4.0;4.0;4.0;3;16.0
mckuieg;4.0;5.0;5.0;4.0;3;18.0
mclaonk;4.0;3.0;4.0;4.0;3;15.0
mcleaung;4.0;5.0;5.0;5.0;3;19.0
mcloity;4.0;5.0;4.0;4.0;3;17.0
mcluirf;4.0;4.0;4.0;4.0;3;16.0
mcmaosh;4.0;5.0;5.0;4.0;3;18.0
mcmeiags;3.0;4.0;4.0;4.0;3;15.0
mcmiawn;3.0;2.0;2.0;3.0;3;10.0
mcmouft;4.0;4.0;4.0;3.0;3;15.0
mcneaum;3.0;5.0;4.0;5.0;3;17.0
mcnesh;3.0;5.0;4.0;3.0;3;15.0
mcnoem;3.0;3.0;1.0;3.0;3;10.0
mcnoosh;3.0;3.0;2.0;3.0;3;11.0
mcnoutt;3.0;3.0;2.0;3.0;3;11.0
mcnurs;3.0;4.0;4.0;3.0;3;14.0
miads;5.0;5.0;5.0;4.0;3;19.0
miirth;4.0;4.0;4.0;3.0;3;15.0
pains;4.0;5.0;4.0;3.0;3;16.0
pebly;4.0;4.0;4.0;3.0;3;15.0
peld;5.0;5.0;5.0;5.0;3;20.0
pfauert;5.0;4.0;4.0;4.0;3;17.0
pheirs;4.0;4.0;5.0;4.0;3;17.0
phialls;3.0;4.0;3.0;3.0;3;13.0
phoegs;4.0;4.0;3.0;3.0;3;14.0
physaioz;3.0;4.0;2.0;3.0;3;12.0
physeamp;4.0;4.0;4.0;3.0;3;15.0
piff;4.0;4.0;5.0;3.0;3;16.0
ploetts;4.0;5.0;5.0;4.0;3;18.0
plogs;3.0;4.0;5.0;5.0;3;17.0
plows;3.0;2.0;2.0;3.0;3;10.0
poants;5.0;5.0;5.0;5.0;3;20.0
preuld;3.0;4.0;3.0;3.0;3;13.0
proiarth;3.0;3.0;2.0;4.0;3;12.0
pruinds;3.0;4.0;4.0;4.0;3;15.0
psychaeds;4.0;5.0;5.0;5.0;3;19.0
psychuobly;4.0;5.0;4.0;5.0;3;18.0
psychuotts;3.0;4.0;3.0;3.0;3;13.0
puirr;3.0;5.0;4.0;5.0;3;17.0
qeelt;3.0;5.0;4.0;4.0;3;16.0
qeosts;4.0;5.0;5.0;4.0;3;18.0
qiefy;4.0;4.0;4.0;4.0;3;16.0
reauks;4.0;4.0;5.0;4.0;3;17.0
rheam;4.0;4.0;5.0;4.0;3;17.0
rheicy;4.0;3.0;4.0;3.0;3;14.0
rhieurn;4.0;5.0;4.0;5.0;3;18.0
rhieurry;4.0;5.0;4.0;5.0;3;18.0
rhieusp;3.0;4.0;4.0;4.0;3;15.0
rielt;3.0;3.0;3.0;4.0;3;13.0
ruends;4.0;5.0;3.0;3.0;3;15.0
ruontly;4.0;5.0;4.0;4.0;3;17.0
sceufy;3.0;3.0;3.0;3.0;3;12.0
scheacy;3.0;3.0;2.0;3.0;3;11.0
schiank;4.0;5.0;4.0;5.0;3;18.0
schiirs;3.0;4.0;3.0;4.0;3;14.0
schlauns;4.0;4.0;5.0;5.0;3;18.0
schleand;4.0;5.0;5.0;4.0;3;18.0
schluagy;3.0;5.0;4.0;4.0;3;16.0
schmaeps;3.0;4.0;2.0;3.0;3;12.0
schmects;3.0;5.0;5.0;4.0;3;17.0
schmiouc;3.0;5.0;4.0;4.0;3;16.0
schmuorry;3.0;3.0;4.0;4.0;3;14.0
schnuiess;4.0;5.0;5.0;5.0;3;19.0
schread;3.0;4.0;4.0;3.0;3;14.0
schreolt;4.0;5.0;4.0;4.0;3;17.0
schrongly;3.0;5.0;2.0;4.0;3;14.0
schues;3.0;5.0;5.0;3.0;3;16.0
schwaiorg;4.0;5.0;4.0;4.0;3;17.0
schwiaongs;4.0;4.0;4.0;4.0;3;16.0
schwiry;4.0;4.0;3.0;4.0;3;15.0
schwoegh;3.0;4.0;4.0;3.0;3;14.0
scoehl;3.0;4.0;3.0;3.0;3;13.0
screess;3.0;4.0;4.0;3.0;3;14.0
scuerr;3.0;3.0;3.0;4.0;3;13.0
scuints;3.0;4.0;3.0;4.0;3;14.0
shreiarn;3.0;4.0;4.0;4.0;3;15.0
shroiank;4.0;5.0;4.0;3.0;3;16.0
shroigh;4.0;5.0;5.0;4.0;3;18.0
skeems;3.0;5.0;4.0;4.0;3;16.0
skiitt;3.0;4.0;2.0;4.0;3;13.0
skiorf;4.0;5.0;4.0;4.0;3;17.0
skoards;4.0;5.0;5.0;4.0;3;18.0
skond;3.0;5.0;4.0;5.0;3;17.0
skoock;4.0;5.0;5.0;3.0;3;17.0
skuirst;3.0;4.0;3.0;4.0;3;14.0
slaacks;3.0;3.0;2.0;2.0;3;10.0
slaaf;3.0;4.0;4.0;3.0;3;14.0
smiang;4.0;5.0;5.0;5.0;3;19.0
smiorry;3.0;4.0;4.0;3.0;3;14.0
sneeft;3.0;3.0;4.0;3.0;3;13.0
soib;4.0;5.0;4.0;4.0;3;17.0
soihn;3.0;5.0;4.0;3.0;3;15.0
spaions;3.0;4.0;1.0;3.0;3;11.0
spiity;3.0;4.0;5.0;3.0;3;15.0
spluerm;4.0;4.0;4.0;3.0;3;15.0
spluosp;4.0;4.0;4.0;4.0;3;16.0
spraiok;3.0;5.0;4.0;4.0;3;16.0
sprutz;3.0;4.0;2.0;3.0;3;12.0
squoz;2.0;4.0;4.0;4.0;3;14.0
srauelt;4.0;5.0;4.0;4.0;3;17.0
srioms;3.0;3.0;2.0;3.0;3;11.0
staerm;3.0;2.0;3.0;3.0;3;11.0
staiaps;3.0;5.0;4.0;5.0;3;17.0
steety;4.0;5.0;5.0;3.0;3;17.0
streaucks;3.0;4.0;3.0;3.0;3;13.0
striaoc;3.0;4.0;4.0;3.0;3;14.0
strieurty;3.0;4.0;3.0;3.0;3;13.0
strioh;4.0;5.0;4.0;4.0;3;17.0
striurly;3.0;4.0;3.0;4.0;3;14.0
strunn;3.0;3.0;3.0;3.0;3;12.0
suays;4.0;4.0;3.0;4.0;3;15.0
sweauws;3.0;4.0;2.0;3.0;3;12.0
swiism;3.0;5.0;4.0;5.0;3;17.0
symbaapp;4.0;5.0;5.0;4.0;3;18.0
symbauerst;4.0;5.0;5.0;5.0;3;19.0
symbeausly;3.0;5.0;4.0;4.0;3;16.0
symbeiangs;4.0;5.0;4.0;4.0;3;17.0
symbiount;3.0;4.0;3.0;4.0;3;14.0
symboerf;4.0;4.0;4.0;4.0;3;16.0
symbuill;4.0;5.0;4.0;4.0;3;17.0
synart;4.0;5.0;4.0;4.0;3;17.0
synuarg;4.0;4.0;4.0;5.0;3;17.0
szaoh;3.0;4.0;2.0;4.0;3;13.0
szioubs;3.0;5.0;5.0;5.0;3;18.0
thaiancy;3.0;4.0;3.0;4.0;3;14.0
thraongly;4.0;5.0;4.0;3.0;3;16.0
tiudly;3.0;3.0;3.0;4.0;3;13.0
treepp;3.0;4.0;3.0;4.0;3;14.0
treix;3.0;4.0;4.0;4.0;3;15.0
trepp;4.0;5.0;4.0;4.0;3;17.0
triards;3.0;4.0;4.0;3.0;3;14.0
triuns;2.0;3.0;3.0;3.0;3;11.0
truoz;5.0;5.0;5.0;4.0;3;19.0
tseol;4.0;5.0;4.0;4.0;3;17.0
tsiould;3.0;4.0;4.0;4.0;3;15.0
tsoengs;3.0;5.0;4.0;5.0;3;17.0
tsoidy;3.0;2.0;2.0;4.0;3;11.0
twearst;3.0;5.0;4.0;5.0;3;17.0
tweully;4.0;5.0;4.0;4.0;3;17.0
twiuks;4.0;5.0;4.0;5.0;3;18.0
twourly;2.0;4.0;2.0;3.0;3;11.0
typaiods;4.0;4.0;5.0;5.0;3;18.0
typeic;4.0;5.0;5.0;5.0;3;19.0
typeorth;4.0;5.0;5.0;5.0;3;19.0
typoiwn;2.0;2.0;3.0;3.0;3;10.0
vaey;4.0;4.0;3.0;4.0;3;15.0
veiabs;4.0;5.0;5.0;5.0;3;19.0
vert;4.0;4.0;3.0;4.0;3;15.0
vigs;4.0;5.0;5.0;4.0;3;18.0
voal;4.0;5.0;4.0;5.0;3;18.0
weihn;4.0;5.0;4.0;5.0;3;18.0
whiuck;4.0;5.0;4.0;5.0;3;18.0
whiusp;4.0;4.0;3.0;4.0;3;15.0
wiidly;4.0;4.0;4.0;4.0;3;16.0
wrak;4.0;3.0;4.0;3.0;3;14.0
wreots;3.0;4.0;4.0;3.0;3;14.0
wrepp;3.0;5.0;4.0;4.0;3;16.0
wriaog;4.0;5.0;4.0;4.0;3;17.0
wruery;4.0;4.0;4.0;5.0;3;17.0
wruoncy;3.0;4.0;3.0;4.0;3;14.0
wuocs;3.0;5.0;4.0;4.0;3;16.0
xiaows;4.0;5.0;4.0;4.0;3;17.0
xiirf;4.0;5.0;4.0;5.0;3;18.0
xoix;4.0;5.0;4.0;5.0;3;18.0
xoorts;4.0;5.0;5.0;4.0;3;18.0
yaiv;3.0;4.0;4.0;4.0;3;15.0
yaubly;4.0;4.0;4.0;3.0;3;15.0
yehl;3.0;4.0;4.0;4.0;3;15.0
yeiack;4.0;4.0;4.0;4.0;3;16.0
youg;4.0;4.0;3.0;4.0;3;15.0
zeecks;4.0;3.0;3.0;4.0;3;14.0
