id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
whiuck;3.0;4.0;3.0;3.0;1;13.0
whiusp;2.0;2.0;2.0;2.0;1;8.0
wiidly;4.0;2.0;3.0;5.0;1;14.0
wrak;3.0;1.0;2.0;1.0;1;7.0
wreots;3.0;2.0;2.0;1.0;1;8.0
wrepp;3.0;3.0;3.0;2.0;1;11.0
wriaog;4.0;4.0;4.0;5.0;1;17.0
wruery;3.0;3.0;3.0;4.0;1;13.0
wruoncy;3.0;2.0;3.0;2.0;1;10.0
wuocs;4.0;4.0;4.0;4.0;1;16.0
xiaows;4.0;3.0;3.0;3.0;1;13.0
xiirf;4.0;3.0;4.0;4.0;1;15.0
xoix;4.0;5.0;4.0;5.0;1;18.0
xoorts;5.0;4.0;4.0;2.0;1;15.0
yaiv;2.0;3.0;3.0;3.0;1;11.0
yaubly;3.0;3.0;2.0;3.0;1;11.0
yehl;3.0;3.0;3.0;2.0;1;11.0
yeiack;3.0;3.0;3.0;4.0;1;13.0
youg;3.0;3.0;4.0;5.0;1;15.0
zeecks;2.0;1.0;2.0;3.0;1;8.0
