id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
ruent;4.0;4.0;4.0;3.0;2;15.0
schaiow;4.0;4.0;4.0;4.0;2;16.0
schaly;5.0;4.0;3.0;5.0;2;17.0
schioub;4.0;4.0;4.0;3.0;2;15.0
schliur;3.0;4.0;3.0;4.0;2;14.0
schmiects;4.0;3.0;2.0;5.0;2;14.0
schmint;3.0;4.0;4.0;3.0;2;14.0
schneian;2.0;2.0;2.0;2.0;2;8.0
schraems;4.0;5.0;4.0;4.0;2;17.0
schraoft;4.0;4.0;4.0;4.0;2;16.0
schreell;2.0;3.0;2.0;2.0;2;9.0
schuils;3.0;4.0;3.0;2.0;2;12.0
schwoov;2.0;3.0;3.0;2.0;2;10.0
schworn;3.0;3.0;4.0;3.0;2;13.0
scoirt;4.0;4.0;4.0;2.0;2;14.0
scuef;5.0;5.0;5.0;5.0;2;20.0
seaucks;4.0;4.0;3.0;3.0;2;14.0
shraialy;4.0;3.0;3.0;3.0;2;13.0
shrierth;4.0;4.0;4.0;2.0;2;14.0
shroiagh;2.0;1.0;1.0;1.0;2;5.0
shruers;3.0;3.0;3.0;3.0;2;12.0
shubly;4.0;4.0;4.0;4.0;2;16.0
siaf;5.0;5.0;5.0;5.0;2;20.0
skaiw;4.0;3.0;3.0;3.0;2;13.0
skaups;2.0;4.0;3.0;2.0;2;11.0
skoasm;2.0;4.0;2.0;1.0;2;9.0
slaern;5.0;5.0;5.0;5.0;2;20.0
smaiasp;5.0;5.0;5.0;5.0;2;20.0
smeawn;5.0;5.0;4.0;5.0;2;19.0
smeums;5.0;4.0;4.0;3.0;2;16.0
sniurst;3.0;3.0;3.0;3.0;2;12.0
snuantly;4.0;4.0;4.0;4.0;2;16.0
snur;5.0;5.0;5.0;5.0;2;20.0
speutts;4.0;4.0;4.0;4.0;2;16.0
spict;3.0;3.0;3.0;3.0;2;12.0
spieuf;4.0;4.0;3.0;4.0;2;15.0
spleipp;4.0;4.0;4.0;2.0;2;14.0
spraiorn;2.0;1.0;1.0;2.0;2;6.0
spreiands;4.0;4.0;5.0;3.0;2;16.0
sqaiast;4.0;4.0;4.0;4.0;2;16.0
sqeaupp;2.0;3.0;2.0;2.0;2;9.0
sqounn;3.0;4.0;3.0;3.0;2;13.0
sraongly;3.0;3.0;3.0;3.0;2;12.0
sreott;5.0;4.0;4.0;5.0;2;18.0
staecy;4.0;3.0;3.0;3.0;2;13.0
streausm;3.0;4.0;2.0;2.0;2;11.0
sweoght;2.0;2.0;3.0;2.0;2;9.0
swiasm;2.0;3.0;1.0;3.0;2;9.0
swoats;3.0;2.0;2.0;2.0;2;9.0
swurg;4.0;3.0;4.0;3.0;2;14.0
symbaiabs;4.0;4.0;5.0;4.0;2;17.0
symbasp;5.0;5.0;5.0;5.0;2;20.0
synaetch;3.0;3.0;3.0;3.0;2;12.0
synaioly;5.0;4.0;5.0;4.0;2;18.0
synaogh;3.0;4.0;3.0;4.0;2;14.0
syneaurth;5.0;5.0;5.0;5.0;2;20.0
syniurt;4.0;4.0;3.0;4.0;2;15.0
synoads;4.0;3.0;3.0;3.0;2;13.0
synuak;1.0;2.0;1.0;1.0;2;5.0
sziark;4.0;4.0;4.0;2.0;2;14.0
szoiands;5.0;5.0;5.0;5.0;2;20.0
szoiny;3.0;4.0;4.0;3.0;2;14.0
tauet;1.0;1.0;1.0;1.0;2;4.0
teaucy;3.0;4.0;2.0;4.0;2;13.0
theiantz;5.0;4.0;4.0;5.0;2;18.0
theipt;4.0;5.0;2.0;4.0;2;15.0
threaunts;3.0;3.0;2.0;2.0;2;10.0
threrg;5.0;5.0;4.0;5.0;2;19.0
tiull;3.0;4.0;3.0;3.0;2;13.0
trauz;2.0;2.0;2.0;2.0;2;8.0
treucs;3.0;3.0;3.0;3.0;2;12.0
treust;4.0;5.0;5.0;4.0;2;18.0
tsiil;4.0;5.0;5.0;4.0;2;18.0
tsuien;3.0;3.0;3.0;3.0;2;12.0
tung;2.0;2.0;2.0;2.0;2;8.0
tweauck;4.0;4.0;4.0;3.0;2;15.0
tweiagy;3.0;4.0;4.0;4.0;2;15.0
twengly;5.0;5.0;4.0;4.0;2;18.0
twiaot;4.0;4.0;3.0;3.0;2;14.0
twoaty;3.0;3.0;4.0;3.0;2;13.0
vuiefy;2.0;4.0;2.0;1.0;2;9.0
weaft;5.0;4.0;4.0;5.0;2;18.0
wiitts;5.0;5.0;5.0;5.0;2;20.0
wraays;5.0;5.0;4.0;4.0;2;18.0
xauesp;4.0;5.0;4.0;2.0;2;15.0
xisch;5.0;5.0;5.0;5.0;2;20.0
yogh;3.0;4.0;4.0;2.0;2;13.0
zaioft;3.0;3.0;3.0;3.0;2;12.0
ziurm;4.0;4.0;4.0;4.0;2;16.0
