id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
qieght;4.0;4.0;2.0;2.0;3;12.0
qoosh;;;;;3;
quoly;5.0;4.0;5.0;4.0;3;18.0
rhits;5.0;4.0;4.0;4.0;3;17.0
rhusp;5.0;5.0;5.0;4.0;3;19.0
scheab;5.0;4.0;4.0;4.0;3;17.0
schmeecs;5.0;4.0;5.0;5.0;3;19.0
schmieubs;3.0;2.0;2.0;4.0;3;11.0
schmof;5.0;4.0;4.0;5.0;3;18.0
schnoerth;3.0;3.0;3.0;3.0;3;12.0
schnouc;3.0;3.0;1.0;3.0;3;10.0
schouw;4.0;3.0;3.0;3.0;3;13.0
schruantly;5.0;5.0;4.0;5.0;3;19.0
schwaft;2.0;3.0;2.0;3.0;3;10.0
schwaias;3.0;2.0;1.0;3.0;3;9.0
schwands;3.0;2.0;2.0;2.0;3;9.0
schwauell;4.0;3.0;2.0;2.0;3;11.0
schwaush;4.0;4.0;3.0;3.0;3;14.0
scoipp;;;;;3;
scosly;5.0;5.0;4.0;5.0;3;19.0
scouks;4.0;4.0;4.0;3.0;3;15.0
scourf;4.0;4.0;4.0;4.0;3;16.0
scraesh;5.0;4.0;4.0;5.0;3;18.0
scrarn;4.0;4.0;4.0;4.0;3;16.0
scriaock;3.0;4.0;2.0;4.0;3;13.0
shrauebs;4.0;5.0;5.0;4.0;3;18.0
shreaubly;3.0;3.0;2.0;3.0;3;11.0
shroorry;;;;;3;
shroud;3.0;3.0;2.0;2.0;3;10.0
shuewn;4.0;5.0;5.0;4.0;3;18.0
sieult;5.0;5.0;3.0;3.0;3;16.0
siugh;4.0;4.0;4.0;3.0;3;15.0
skaord;4.0;4.0;3.0;3.0;3;14.0
skaueth;3.0;3.0;2.0;3.0;3;11.0
skiords;4.0;4.0;4.0;3.0;3;15.0
skuiepp;4.0;3.0;3.0;3.0;3;13.0
slians;5.0;5.0;5.0;5.0;3;20.0
sliws;5.0;5.0;5.0;4.0;3;19.0
slouk;4.0;4.0;3.0;3.0;3;14.0
smaih;5.0;5.0;5.0;4.0;3;19.0
smeiag;4.0;4.0;3.0;3.0;3;14.0
smits;5.0;4.0;4.0;4.0;3;17.0
snaiav;;;;;3;
sneus;5.0;5.0;4.0;5.0;3;19.0
sniev;2.0;3.0;2.0;3.0;3;10.0
snoiam;4.0;4.0;3.0;3.0;3;14.0
snuov;3.0;4.0;3.0;3.0;3;13.0
spaops;;;;;3;
speidly;4.0;3.0;3.0;2.0;3;12.0
spik;5.0;4.0;5.0;5.0;3;19.0
spiuwn;2.0;2.0;3.0;3.0;3;10.0
spleurf;;;;;3;
spliaos;3.0;4.0;3.0;3.0;3;13.0
spreiahl;3.0;2.0;2.0;2.0;3;9.0
sprioully;5.0;4.0;4.0;4.0;3;17.0
sproom;4.0;4.0;3.0;3.0;3;14.0
spuofy;5.0;4.0;4.0;4.0;3;17.0
spuorr;4.0;5.0;4.0;3.0;3;16.0
sqeisk;4.0;4.0;4.0;4.0;3;16.0
sqoonds;4.0;4.0;3.0;3.0;3;14.0
sraicks;5.0;4.0;3.0;3.0;3;15.0
sruatt;4.0;3.0;2.0;2.0;3;11.0
stautch;4.0;4.0;3.0;2.0;3;13.0
steipt;5.0;5.0;5.0;4.0;3;19.0
stirm;4.0;4.0;4.0;4.0;3;16.0
stoirly;4.0;3.0;3.0;4.0;3;14.0
straiacy;4.0;4.0;5.0;4.0;3;17.0
streirm;4.0;3.0;1.0;3.0;3;11.0
strest;5.0;5.0;4.0;3.0;3;17.0
striey;4.0;5.0;4.0;4.0;3;17.0
striipt;5.0;3.0;4.0;3.0;3;15.0
strioth;4.0;3.0;2.0;2.0;3;11.0
stritz;2.0;3.0;1.0;2.0;3;8.0
swirn;4.0;3.0;3.0;3.0;3;13.0
swoem;3.0;3.0;2.0;2.0;3;10.0
swuongly;4.0;4.0;3.0;3.0;3;14.0
symbaently;4.0;4.0;3.0;4.0;3;15.0
symbairk;3.0;3.0;2.0;2.0;3;10.0
symbeiarty;4.0;4.0;4.0;3.0;3;15.0
symbiought;5.0;5.0;4.0;3.0;3;17.0
symboih;5.0;5.0;4.0;4.0;3;18.0
symbuect;5.0;4.0;4.0;4.0;3;17.0
synaoct;5.0;5.0;4.0;5.0;3;19.0
synauh;3.0;2.0;3.0;4.0;3;12.0
syneart;5.0;4.0;4.0;4.0;3;17.0
synuably;4.0;3.0;2.0;2.0;3;11.0
szaiantz;4.0;4.0;3.0;3.0;3;14.0
taey;5.0;4.0;4.0;3.0;3;16.0
teft;5.0;4.0;4.0;3.0;3;16.0
teusm;3.0;3.0;3.0;3.0;3;12.0
theiarty;5.0;4.0;5.0;5.0;3;19.0
thieght;5.0;4.0;4.0;4.0;3;17.0
trairth;2.0;3.0;1.0;2.0;3;8.0
treght;4.0;4.0;2.0;3.0;3;13.0
treiantly;5.0;4.0;4.0;3.0;3;16.0
triect;5.0;5.0;4.0;4.0;3;18.0
triery;5.0;4.0;3.0;3.0;3;15.0
troepp;;;;;3;
truiest;4.0;3.0;2.0;3.0;3;12.0
tseauth;5.0;5.0;4.0;4.0;3;18.0
tsuex;2.0;2.0;1.0;3.0;3;8.0
tuft;5.0;4.0;4.0;3.0;3;16.0
twaasly;5.0;3.0;3.0;3.0;3;14.0
tweialt;4.0;4.0;4.0;5.0;3;17.0
twoox;5.0;4.0;3.0;4.0;3;16.0
twuind;5.0;5.0;4.0;5.0;3;19.0
typaect;4.0;4.0;3.0;3.0;3;14.0
typeiash;4.0;4.0;3.0;3.0;3;14.0
typery;5.0;4.0;3.0;3.0;3;15.0
typiaogs;5.0;5.0;4.0;4.0;3;18.0
typub;3.0;2.0;1.0;3.0;3;9.0
typuinds;4.0;4.0;3.0;3.0;3;14.0
vaubly;5.0;5.0;4.0;4.0;3;18.0
voorm;5.0;5.0;4.0;4.0;3;18.0
vuiew;5.0;4.0;4.0;3.0;3;16.0
weacy;4.0;3.0;3.0;2.0;3;12.0
whean;4.0;4.0;3.0;3.0;3;14.0
woelt;4.0;4.0;3.0;3.0;3;14.0
xec;5.0;5.0;4.0;3.0;3;17.0
xeerm;5.0;4.0;4.0;3.0;3;16.0
yaaly;5.0;4.0;4.0;4.0;3;17.0
yauv;5.0;5.0;4.0;4.0;3;18.0
zaarty;5.0;4.0;4.0;5.0;3;18.0
zauh;;;;;3;
zeelt;;;;;3;
zucks;5.0;5.0;5.0;5.0;3;20.0
