id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
klaiord;3.0;3.0;3.0;4.0;1;13.0
klaofy;2.0;3.0;3.0;4.0;1;12.0
klauls;3.0;3.0;3.0;2.0;1;11.0
kliotz;3.0;3.0;3.0;2.0;1;11.0
kloells;2.0;3.0;3.0;3.0;1;11.0
kneip;2.0;4.0;4.0;3.0;1;13.0
knith;4.0;4.0;4.0;2.0;1;14.0
knuif;2.0;3.0;4.0;5.0;1;14.0
koms;2.0;2.0;2.0;3.0;1;9.0
kraald;4.0;2.0;2.0;4.0;1;12.0
kraiows;4.0;3.0;3.0;3.0;1;13.0
kraism;4.0;3.0;3.0;3.0;1;13.0
krioun;3.0;3.0;2.0;3.0;1;11.0
kruorly;4.0;3.0;3.0;4.0;1;14.0
kuews;3.0;3.0;3.0;5.0;1;14.0
kurk;2.0;3.0;3.0;4.0;1;12.0
kwoks;4.0;4.0;4.0;3.0;1;15.0
kwuish;4.0;2.0;2.0;2.0;1;10.0
kwuiwn;4.0;3.0;3.0;3.0;1;13.0
ladly;3.0;2.0;2.0;4.0;1;11.0
laurth;2.0;3.0;2.0;2.0;1;9.0
leaucks;2.0;3.0;2.0;5.0;1;12.0
luints;5.0;3.0;2.0;4.0;1;14.0
mady;2.0;3.0;3.0;3.0;1;11.0
mcaully;3.0;3.0;2.0;3.0;1;11.0
mccaurr;3.0;4.0;4.0;4.0;1;15.0
mcceacy;3.0;2.0;3.0;2.0;1;10.0
mcceiash;3.0;3.0;3.0;3.0;1;12.0
mccleess;3.0;4.0;4.0;3.0;1;14.0
mccloal;3.0;3.0;3.0;4.0;1;13.0
mccreaucs;3.0;4.0;4.0;3.0;1;14.0
mcdaib;3.0;3.0;3.0;3.0;1;12.0
mcdiins;4.0;4.0;2.0;3.0;1;13.0
mcdiuny;2.0;3.0;3.0;5.0;1;13.0
mcduay;3.0;3.0;2.0;4.0;1;12.0
mcduintz;3.0;3.0;2.0;3.0;1;11.0
mcduiys;4.0;4.0;3.0;3.0;1;14.0
mcduosch;3.0;3.0;3.0;3.0;1;12.0
mceft;5.0;4.0;4.0;3.0;1;16.0
mceirk;4.0;3.0;4.0;2.0;1;13.0
mcfaagh;3.0;3.0;3.0;4.0;1;13.0
mcgeaung;3.0;3.0;3.0;3.0;1;12.0
mcgionts;4.0;3.0;3.0;3.0;1;13.0
mciungs;2.0;3.0;2.0;3.0;1;10.0
mckuieys;2.0;3.0;3.0;4.0;1;12.0
mckuily;2.0;3.0;2.0;3.0;1;10.0
mcliiwn;4.0;3.0;2.0;4.0;1;13.0
mcloiarst;4.0;4.0;4.0;2.0;1;14.0
mcmaack;3.0;4.0;4.0;4.0;1;15.0
mcmeb;1.0;2.0;2.0;5.0;1;10.0
mcmex;3.0;3.0;2.0;2.0;1;10.0
mcmiisly;4.0;4.0;4.0;4.0;1;16.0
mcmook;4.0;4.0;2.0;3.0;1;13.0
mcmoorth;3.0;3.0;3.0;4.0;1;13.0
mcmuoys;3.0;2.0;2.0;4.0;1;11.0
mcnaack;3.0;3.0;3.0;2.0;1;11.0
mcneorry;3.0;3.0;2.0;2.0;1;10.0
mcniolly;4.0;4.0;5.0;5.0;1;18.0
mcnoedy;3.0;2.0;2.0;3.0;1;10.0
muosch;5.0;4.0;2.0;3.0;1;14.0
nantly;3.0;3.0;3.0;3.0;1;12.0
niaps;4.0;3.0;2.0;3.0;1;12.0
niirn;3.0;3.0;3.0;3.0;1;12.0
nitt;4.0;3.0;2.0;4.0;1;13.0
peey;2.0;3.0;3.0;4.0;1;12.0
pfaubs;3.0;4.0;5.0;3.0;1;15.0
pfaugh;3.0;1.0;2.0;3.0;1;9.0
pfoely;3.0;3.0;2.0;3.0;1;11.0
phaoll;2.0;3.0;3.0;3.0;1;11.0
phaols;4.0;4.0;5.0;3.0;1;16.0
physaiotts;4.0;3.0;2.0;2.0;1;11.0
physaox;2.0;4.0;4.0;2.0;1;12.0
physeings;2.0;3.0;3.0;3.0;1;11.0
physeobly;2.0;3.0;3.0;4.0;1;12.0
physeurg;3.0;3.0;3.0;4.0;1;13.0
physieunds;3.0;3.0;3.0;4.0;1;13.0
physiud;3.0;4.0;2.0;3.0;1;12.0
pleiafy;3.0;3.0;3.0;3.0;1;12.0
ploont;3.0;3.0;2.0;4.0;1;12.0
ploopp;5.0;4.0;4.0;3.0;1;16.0
posch;3.0;4.0;5.0;4.0;1;16.0
prait;2.0;3.0;3.0;5.0;1;13.0
praiys;2.0;3.0;3.0;3.0;1;11.0
priouft;4.0;3.0;3.0;4.0;1;14.0
pruort;3.0;3.0;3.0;3.0;1;12.0
psychaants;4.0;3.0;3.0;5.0;1;15.0
psychiaown;2.0;4.0;4.0;2.0;1;12.0
psychieubs;3.0;2.0;2.0;5.0;1;12.0
psychiink;3.0;2.0;2.0;3.0;1;10.0
puann;4.0;4.0;2.0;3.0;1;13.0
puass;3.0;3.0;2.0;3.0;1;11.0
qeatch;4.0;4.0;5.0;4.0;1;17.0
qeigs;2.0;2.0;2.0;4.0;1;10.0
qeury;5.0;4.0;4.0;4.0;1;17.0
reorn;3.0;4.0;5.0;2.0;1;14.0
rhaesm;2.0;3.0;4.0;5.0;1;14.0
rhoisk;4.0;3.0;3.0;3.0;1;13.0
ruent;3.0;4.0;2.0;3.0;1;12.0
schaiow;4.0;3.0;2.0;3.0;1;12.0
schaly;5.0;2.0;2.0;4.0;1;13.0
schioub;4.0;3.0;3.0;3.0;1;13.0
schliur;2.0;3.0;3.0;3.0;1;11.0
schmiects;3.0;3.0;2.0;4.0;1;12.0
schmieunk;3.0;3.0;2.0;3.0;1;11.0
schmint;3.0;3.0;2.0;2.0;1;10.0
schneian;2.0;3.0;2.0;3.0;1;10.0
schraatz;3.0;3.0;2.0;2.0;1;10.0
schraems;3.0;3.0;3.0;2.0;1;11.0
schraoft;4.0;3.0;2.0;4.0;1;13.0
schrauerf;2.0;3.0;2.0;2.0;1;9.0
schreell;3.0;2.0;2.0;2.0;1;9.0
schriors;2.0;2.0;2.0;3.0;1;9.0
schriouct;4.0;4.0;4.0;3.0;1;15.0
schuils;3.0;3.0;3.0;3.0;1;12.0
schwiouf;4.0;4.0;4.0;5.0;1;17.0
schwioutz;4.0;4.0;4.0;3.0;1;15.0
schwooks;3.0;2.0;2.0;2.0;1;9.0
schwoov;3.0;2.0;2.0;2.0;1;9.0
schworn;2.0;2.0;2.0;3.0;1;9.0
scoirt;4.0;3.0;2.0;3.0;1;12.0
scuef;2.0;4.0;4.0;4.0;1;14.0
seaucks;3.0;4.0;4.0;4.0;1;15.0
shraialy;5.0;3.0;2.0;4.0;1;14.0
shraids;3.0;3.0;4.0;2.0;1;12.0
shrierth;4.0;3.0;2.0;3.0;1;12.0
shriil;5.0;4.0;4.0;2.0;1;15.0
shroiagh;3.0;2.0;2.0;3.0;1;10.0
shruers;4.0;3.0;3.0;2.0;1;12.0
shubly;2.0;3.0;3.0;5.0;1;13.0
siaf;3.0;3.0;3.0;5.0;1;14.0
skaiw;2.0;3.0;3.0;3.0;1;11.0
skaups;4.0;3.0;3.0;3.0;1;13.0
skoasm;5.0;3.0;2.0;3.0;1;13.0
slaern;4.0;4.0;4.0;4.0;1;16.0
smaancy;4.0;3.0;2.0;3.0;1;12.0
smaiasp;3.0;4.0;5.0;3.0;1;15.0
smeawn;5.0;4.0;4.0;4.0;1;17.0
smeums;4.0;3.0;3.0;3.0;1;13.0
smiaotch;2.0;3.0;2.0;3.0;1;10.0
smueb;4.0;3.0;2.0;3.0;1;12.0
smuirst;3.0;3.0;3.0;3.0;1;12.0
sniall;4.0;3.0;2.0;3.0;1;12.0
sniurst;3.0;2.0;2.0;1.0;1;8.0
snuantly;3.0;4.0;4.0;5.0;1;16.0
snur;4.0;4.0;4.0;3.0;1;15.0
speutts;3.0;3.0;2.0;5.0;1;13.0
spict;4.0;3.0;3.0;2.0;1;12.0
spieuf;2.0;3.0;2.0;5.0;1;12.0
spleipp;4.0;4.0;2.0;4.0;1;14.0
spraiorn;1.0;2.0;1.0;3.0;1;7.0
spreiands;3.0;4.0;4.0;3.0;1;14.0
spreisk;5.0;5.0;5.0;3.0;1;18.0
spreuly;3.0;2.0;2.0;5.0;1;12.0
sqaiast;4.0;3.0;3.0;3.0;1;13.0
sqeaupp;3.0;3.0;3.0;3.0;1;12.0
sqilt;2.0;3.0;2.0;3.0;1;10.0
sqounn;2.0;3.0;2.0;3.0;1;10.0
squd;2.0;3.0;3.0;3.0;1;11.0
sraongly;4.0;4.0;4.0;3.0;1;15.0
sreott;3.0;3.0;3.0;2.0;1;11.0
sriat;3.0;3.0;3.0;2.0;1;11.0
staecy;4.0;3.0;3.0;2.0;1;12.0
staudly;3.0;3.0;2.0;2.0;1;10.0
steerf;3.0;3.0;3.0;3.0;1;12.0
straey;2.0;3.0;2.0;2.0;1;9.0
straosk;3.0;2.0;2.0;5.0;1;12.0
streausm;4.0;3.0;2.0;2.0;1;11.0
struands;3.0;3.0;3.0;2.0;1;11.0
swaav;3.0;3.0;2.0;3.0;1;11.0
sweoght;2.0;3.0;3.0;4.0;1;12.0
swesm;4.0;4.0;4.0;4.0;1;16.0
swiasm;5.0;3.0;3.0;4.0;1;15.0
swoats;5.0;4.0;5.0;3.0;1;17.0
swohn;2.0;3.0;2.0;3.0;1;10.0
swurg;5.0;3.0;3.0;2.0;1;13.0
symbaiabs;4.0;4.0;4.0;3.0;1;15.0
symbasp;2.0;3.0;2.0;3.0;1;10.0
synaetch;4.0;3.0;2.0;5.0;1;14.0
synaioly;5.0;4.0;4.0;3.0;1;16.0
synaogh;3.0;3.0;3.0;3.0;1;12.0
syneaurth;4.0;3.0;3.0;4.0;1;14.0
syniurt;3.0;3.0;3.0;4.0;1;13.0
synoads;2.0;3.0;3.0;4.0;1;12.0
synuak;3.0;3.0;2.0;3.0;1;11.0
synuocy;4.0;5.0;5.0;4.0;1;18.0
sziark;3.0;3.0;3.0;2.0;1;11.0
szoiands;2.0;4.0;4.0;4.0;1;14.0
szoiny;4.0;3.0;3.0;4.0;1;14.0
taamp;4.0;3.0;3.0;4.0;1;14.0
tauet;4.0;2.0;2.0;2.0;1;10.0
teaucy;2.0;2.0;2.0;5.0;1;11.0
teic;1.0;2.0;2.0;3.0;1;8.0
theiantz;3.0;4.0;4.0;3.0;1;14.0
theipt;3.0;3.0;2.0;3.0;1;11.0
threaunts;3.0;3.0;4.0;3.0;1;13.0
threrg;3.0;3.0;2.0;3.0;1;11.0
tiull;2.0;3.0;4.0;4.0;1;13.0
trauz;1.0;3.0;2.0;5.0;1;11.0
treucs;2.0;3.0;3.0;5.0;1;13.0
treust;3.0;4.0;4.0;2.0;1;13.0
tsiil;5.0;4.0;2.0;3.0;1;14.0
tsoupt;4.0;3.0;2.0;5.0;1;14.0
tsuien;3.0;2.0;2.0;4.0;1;11.0
tung;2.0;2.0;2.0;2.0;1;8.0
twaicks;3.0;3.0;3.0;3.0;1;12.0
tweauck;3.0;3.0;3.0;3.0;1;12.0
tweiagy;5.0;4.0;4.0;3.0;1;16.0
twengly;3.0;3.0;3.0;3.0;1;12.0
tweonk;3.0;3.0;2.0;3.0;1;11.0
twiaot;3.0;3.0;3.0;5.0;1;14.0
twoaty;2.0;3.0;3.0;3.0;1;11.0
typiuts;3.0;3.0;3.0;2.0;1;11.0
vuiefy;4.0;4.0;4.0;1.0;1;13.0
waiarm;4.0;5.0;4.0;2.0;1;15.0
weaft;2.0;3.0;3.0;4.0;1;12.0
wiitts;3.0;4.0;4.0;2.0;1;13.0
wraays;2.0;3.0;3.0;4.0;1;12.0
wrauerr;2.0;3.0;2.0;2.0;1;9.0
wreamp;3.0;2.0;2.0;2.0;1;9.0
wreegh;4.0;3.0;3.0;5.0;1;15.0
wuieff;2.0;2.0;2.0;2.0;1;8.0
wuirf;4.0;3.0;3.0;2.0;1;12.0
xall;2.0;3.0;2.0;3.0;1;10.0
xauesp;5.0;4.0;4.0;2.0;1;15.0
xeoch;4.0;4.0;4.0;4.0;1;16.0
xiidy;1.0;2.0;2.0;2.0;1;7.0
xisch;2.0;4.0;4.0;5.0;1;15.0
xoys;2.0;3.0;3.0;5.0;1;13.0
yogh;4.0;3.0;3.0;2.0;1;12.0
zaioft;2.0;3.0;3.0;3.0;1;11.0
ziurm;2.0;3.0;3.0;2.0;1;10.0
