id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
tweully;4.0;4.0;5.0;4.0;2;17.0
twourly;2.0;2.0;2.0;2.0;2;8.0
typaiods;5.0;5.0;5.0;5.0;2;20.0
typeic;4.0;4.0;5.0;4.0;2;17.0
typeorth;4.0;4.0;4.0;4.0;2;16.0
typoiwn;2.0;3.0;2.0;3.0;2;10.0
vigs;5.0;5.0;5.0;3.0;2;18.0
weihn;3.0;4.0;3.0;4.0;2;14.0
wrak;3.0;3.0;4.0;3.0;2;13.0
wreots;2.0;2.0;2.0;3.0;2;9.0
wrepp;3.0;4.0;3.0;3.0;2;13.0
wruery;3.0;3.0;3.0;3.0;2;12.0
wruoncy;3.0;3.0;2.0;3.0;2;11.0
xiirf;3.0;3.0;3.0;3.0;2;12.0
xoorts;5.0;5.0;5.0;5.0;2;20.0
yaiv;2.0;2.0;2.0;2.0;2;8.0
yehl;2.0;3.0;3.0;3.0;2;11.0
youg;2.0;3.0;3.0;4.0;2;12.0
