id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
mcgiys;2.0;1.0;2.0;1.0;0;6.0
mciown;3.0;3.0;4.0;2.0;0;12.0
mckaiahl;3.0;2.0;3.0;3.0;0;11.0
mckoard;2.0;2.0;2.0;2.0;0;8.0
mclaonk;2.0;1.0;2.0;2.0;0;7.0
mcleaung;2.0;2.0;2.0;2.0;0;8.0
mcloity;3.0;3.0;3.0;3.0;0;12.0
mcneaum;3.0;3.0;3.0;3.0;0;12.0
mcnesh;3.0;2.0;2.0;3.0;0;10.0
mcnoosh;1.0;1.0;1.0;3.0;0;6.0
mcnoutt;1.0;1.0;1.0;2.0;0;5.0
piff;3.0;3.0;3.0;2.0;0;11.0
poants;4.0;4.0;4.0;4.0;0;16.0
proiarth;2.0;2.0;1.0;2.0;0;7.0
pruinds;2.0;2.0;3.0;3.0;0;10.0
psychaeds;4.0;3.0;3.0;2.0;0;12.0
psychuobly;3.0;3.0;3.0;3.0;0;12.0
puirr;2.0;2.0;3.0;4.0;0;11.0
qeelt;2.0;2.0;2.0;2.0;0;8.0
qiefy;2.0;2.0;2.0;2.0;0;8.0
rhieurn;4.0;4.0;3.0;5.0;0;16.0
rhieurry;2.0;2.0;2.0;2.0;0;8.0
rielt;2.0;1.0;1.0;2.0;0;6.0
ruends;2.0;3.0;3.0;1.0;0;9.0
ruontly;3.0;2.0;3.0;3.0;0;11.0
scheacy;2.0;1.0;1.0;2.0;0;6.0
schlauns;4.0;5.0;5.0;5.0;0;19.0
schleand;3.0;3.0;3.0;4.0;0;13.0
schmaeps;1.0;1.0;1.0;2.0;0;5.0
schmiouc;2.0;2.0;2.0;2.0;0;8.0
schread;3.0;2.0;2.0;1.0;0;8.0
schreolt;3.0;4.0;4.0;2.0;0;13.0
schues;2.0;3.0;3.0;1.0;0;9.0
schwiry;3.0;2.0;1.0;2.0;0;8.0
scoehl;2.0;2.0;2.0;3.0;0;9.0
screess;3.0;2.0;2.0;3.0;0;10.0
skiorf;3.0;2.0;2.0;2.0;0;9.0
skond;1.0;3.0;3.0;3.0;0;10.0
skuirst;3.0;1.0;2.0;2.0;0;8.0
slaaf;2.0;2.0;2.0;1.0;0;7.0
smiorry;3.0;2.0;2.0;2.0;0;9.0
soib;4.0;2.0;3.0;1.0;0;10.0
spaions;1.0;2.0;2.0;2.0;0;7.0
spluosp;3.0;3.0;3.0;3.0;0;12.0
sprutz;2.0;1.0;2.0;2.0;0;7.0
srauelt;3.0;2.0;3.0;3.0;0;11.0
strunn;3.0;2.0;2.0;2.0;0;9.0
suays;2.0;2.0;2.0;2.0;0;8.0
sweauws;2.0;1.0;1.0;1.0;0;5.0
swiism;3.0;3.0;3.0;3.0;0;12.0
symbeausly;3.0;3.0;2.0;3.0;0;11.0
synart;2.0;2.0;1.0;2.0;0;7.0
thaiancy;2.0;1.0;1.0;2.0;0;6.0
tiudly;2.0;2.0;1.0;2.0;0;7.0
treepp;3.0;1.0;2.0;2.0;0;8.0
tseol;3.0;3.0;3.0;2.0;0;11.0
tsiould;3.0;3.0;3.0;3.0;0;12.0
tsoengs;4.0;3.0;3.0;4.0;0;14.0
twiuks;3.0;3.0;2.0;3.0;0;11.0
vaey;2.0;1.0;2.0;2.0;0;7.0
veiabs;4.0;4.0;5.0;5.0;0;18.0
vert;3.0;3.0;3.0;3.0;0;12.0
voal;2.0;2.0;1.0;2.0;0;7.0
whiuck;2.0;3.0;3.0;2.0;0;10.0
whiusp;3.0;1.0;1.0;2.0;0;7.0
wiidly;2.0;2.0;1.0;2.0;0;7.0
wriaog;3.0;2.0;2.0;2.0;0;9.0
wuocs;2.0;3.0;3.0;3.0;0;11.0
xiaows;4.0;3.0;3.0;4.0;0;14.0
xoix;3.0;4.0;4.0;2.0;0;13.0
yaubly;3.0;2.0;3.0;3.0;0;11.0
yeiack;3.0;2.0;2.0;4.0;0;11.0
zeecks;2.0;1.0;1.0;2.0;0;6.0
