id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
mccrauects;3.0;2.0;2.0;2.0;1;9.0
mccriaogs;;;;;1;
mccriuys;3.0;1.0;2.0;3.0;1;9.0
mccuimp;2.0;3.0;3.0;2.0;1;10.0
mcdeeh;3.0;1.0;2.0;2.0;1;8.0
mcfeorn;2.0;3.0;3.0;2.0;1;10.0
mcfeuhl;;;;;1;
mcfoerr;5.0;5.0;4.0;4.0;1;18.0
mcfoic;;;;;1;
mcfuard;4.0;3.0;3.0;2.0;1;12.0
mcfurry;3.0;3.0;2.0;3.0;1;11.0
mcgaict;3.0;1.0;2.0;2.0;1;8.0
mcgiag;3.0;2.0;2.0;2.0;1;9.0
mcgieucy;;;;;1;
mcgiis;4.0;2.0;3.0;2.0;1;11.0
mcgiok;5.0;5.0;4.0;4.0;1;18.0
mcgoort;4.0;2.0;3.0;2.0;1;11.0
mckeangly;2.0;1.0;2.0;1.0;1;6.0
mckeungs;4.0;3.0;2.0;3.0;1;12.0
mckoags;1.0;1.0;2.0;2.0;1;6.0
mckuarts;4.0;2.0;3.0;2.0;1;11.0
mclecks;2.0;2.0;2.0;2.0;1;8.0
mclioungly;4.0;2.0;2.0;2.0;1;10.0
mcluild;4.0;3.0;2.0;3.0;1;12.0
mcmeiant;4.0;2.0;2.0;5.0;1;13.0
mcmuarry;3.0;2.0;2.0;3.0;1;10.0
mcnaueck;3.0;1.0;2.0;3.0;1;9.0
mcneiacts;4.0;2.0;2.0;2.0;1;10.0
mcnuask;3.0;2.0;2.0;2.0;1;9.0
mcogh;3.0;1.0;2.0;2.0;1;8.0
mihn;3.0;1.0;2.0;2.0;1;8.0
moill;4.0;5.0;4.0;3.0;1;16.0
naosh;;;;;1;
niaorn;5.0;4.0;4.0;4.0;1;17.0
niuh;4.0;3.0;4.0;4.0;1;15.0
noedy;4.0;5.0;5.0;3.0;1;17.0
noon;5.0;2.0;3.0;4.0;1;14.0
paadly;3.0;2.0;2.0;4.0;1;11.0
pheurts;4.0;3.0;2.0;2.0;1;11.0
physaamp;3.0;1.0;2.0;2.0;1;8.0
physaosp;3.0;2.0;2.0;3.0;1;10.0
physelt;4.0;2.0;2.0;4.0;1;12.0
physienk;3.0;3.0;2.0;4.0;1;12.0
physieurr;5.0;3.0;2.0;2.0;1;12.0
physuigs;3.0;2.0;2.0;2.0;1;9.0
piocts;3.0;4.0;3.0;4.0;1;14.0
pliands;2.0;2.0;1.0;2.0;1;7.0
ploand;5.0;5.0;4.0;4.0;1;18.0
pluly;4.0;2.0;3.0;2.0;1;11.0
prairm;5.0;2.0;2.0;2.0;1;11.0
proirts;3.0;2.0;3.0;2.0;1;10.0
psychaoct;4.0;2.0;2.0;2.0;1;10.0
psychiourts;3.0;2.0;2.0;5.0;1;12.0
psychuez;4.0;3.0;2.0;4.0;1;13.0
puapt;4.0;2.0;3.0;2.0;1;11.0
puofy;3.0;3.0;3.0;2.0;1;11.0
qaeck;4.0;2.0;3.0;2.0;1;11.0
qeans;;;;;1;
qiaoght;5.0;4.0;3.0;2.0;1;14.0
quielt;3.0;3.0;3.0;2.0;1;11.0
raelly;3.0;1.0;2.0;3.0;1;9.0
reiants;5.0;3.0;3.0;2.0;1;13.0
reity;3.0;1.0;2.0;2.0;1;8.0
rhooll;5.0;4.0;4.0;2.0;1;15.0
ruos;3.0;1.0;2.0;2.0;1;8.0
sceancy;3.0;2.0;3.0;3.0;1;11.0
scham;3.0;2.0;2.0;2.0;1;9.0
schiouns;;;;;1;
schlech;3.0;2.0;2.0;2.0;1;9.0
schliouct;;;;;1;
schmearr;4.0;2.0;3.0;2.0;1;11.0
schminds;5.0;3.0;3.0;3.0;1;14.0
schnaidy;2.0;1.0;2.0;3.0;1;8.0
schnaisch;;;;;1;
schniirf;4.0;5.0;4.0;4.0;1;17.0
schnoows;4.0;3.0;3.0;2.0;1;12.0
schnuobly;3.0;2.0;3.0;2.0;1;10.0
schnuov;2.0;4.0;3.0;2.0;1;11.0
schoiard;2.0;1.0;2.0;3.0;1;8.0
schraelly;5.0;5.0;4.0;4.0;1;18.0
schraiacks;4.0;3.0;3.0;3.0;1;13.0
schrieusk;5.0;4.0;4.0;5.0;1;18.0
schruach;3.0;3.0;3.0;3.0;1;12.0
schuth;5.0;2.0;2.0;3.0;1;12.0
schwaiants;;;;;1;
schwaurg;4.0;2.0;3.0;3.0;1;12.0
schweands;;;;;1;
schwooh;;;;;1;
schwuasp;5.0;5.0;5.0;5.0;1;20.0
sciasly;5.0;5.0;5.0;4.0;1;19.0
sciintly;5.0;5.0;4.0;4.0;1;18.0
scoocts;5.0;3.0;3.0;2.0;1;13.0
scraerr;2.0;4.0;3.0;2.0;1;11.0
scrairm;2.0;2.0;2.0;2.0;1;8.0
scrauerly;4.0;2.0;2.0;4.0;1;12.0
scrauf;5.0;3.0;4.0;3.0;1;15.0
scrieth;;;;;1;
sheaungs;4.0;2.0;2.0;2.0;1;10.0
sheirly;3.0;3.0;3.0;1.0;1;10.0
sheop;4.0;3.0;3.0;3.0;1;13.0
shraiory;5.0;5.0;5.0;2.0;1;17.0
shreehn;4.0;3.0;4.0;4.0;1;15.0
shrorry;4.0;2.0;3.0;2.0;1;11.0
skit;5.0;5.0;4.0;3.0;1;17.0
skorg;3.0;1.0;2.0;2.0;1;8.0
skouc;3.0;2.0;2.0;2.0;1;9.0
slaasly;5.0;4.0;2.0;5.0;1;16.0
slaght;3.0;1.0;2.0;2.0;1;8.0
slauesch;5.0;4.0;3.0;3.0;1;15.0
sleisp;3.0;1.0;2.0;2.0;1;8.0
sloaw;;;;;1;
snaitch;4.0;2.0;2.0;4.0;1;12.0
sneirt;;;;;1;
snoeps;3.0;2.0;2.0;2.0;1;9.0
soud;3.0;2.0;3.0;2.0;1;10.0
spiv;5.0;2.0;2.0;2.0;1;11.0
spleaurg;4.0;3.0;2.0;2.0;1;11.0
spleows;5.0;3.0;3.0;4.0;1;15.0
spliah;3.0;1.0;2.0;2.0;1;8.0
spliaosch;4.0;2.0;3.0;2.0;1;11.0
sploesp;4.0;3.0;2.0;2.0;1;11.0
spraiob;3.0;1.0;2.0;2.0;1;8.0
sproty;4.0;2.0;2.0;3.0;1;11.0
spuohn;;;;;1;
sqiasm;3.0;1.0;2.0;2.0;1;8.0
srauerk;4.0;3.0;3.0;4.0;1;14.0
sreich;3.0;2.0;2.0;3.0;1;10.0
sreint;;;;;1;
sruicts;5.0;3.0;3.0;4.0;1;15.0
sruiency;3.0;4.0;4.0;2.0;1;13.0
staiocs;;;;;1;
stauends;4.0;2.0;3.0;4.0;1;13.0
stiotch;5.0;4.0;4.0;5.0;1;18.0
straipt;2.0;1.0;2.0;3.0;1;8.0
strintz;2.0;2.0;3.0;2.0;1;9.0
swaengly;4.0;3.0;3.0;2.0;1;12.0
swuadly;4.0;3.0;3.0;4.0;1;14.0
symbiist;3.0;1.0;2.0;4.0;1;10.0
symboety;2.0;1.0;2.0;2.0;1;7.0
syniork;4.0;3.0;2.0;2.0;1;11.0
synuorst;;;;;1;
szaotts;;;;;1;
szaupt;5.0;4.0;4.0;5.0;1;18.0
szeaudly;4.0;3.0;2.0;2.0;1;11.0
sziounts;3.0;2.0;2.0;2.0;1;9.0
szoiay;2.0;1.0;2.0;2.0;1;7.0
szow;3.0;2.0;2.0;2.0;1;9.0
teiart;4.0;4.0;4.0;2.0;1;14.0
thoort;5.0;4.0;3.0;3.0;1;15.0
thraann;3.0;2.0;2.0;2.0;1;9.0
thrait;3.0;2.0;2.0;2.0;1;9.0
threall;3.0;1.0;2.0;3.0;1;9.0
threib;5.0;5.0;4.0;5.0;1;19.0
toerly;;;;;1;
toiv;5.0;3.0;5.0;5.0;1;18.0
treiapt;3.0;2.0;2.0;1.0;1;8.0
trieth;4.0;3.0;2.0;2.0;1;11.0
troialls;3.0;4.0;4.0;4.0;1;15.0
tsaiws;4.0;5.0;4.0;2.0;1;15.0
twaard;;;;;1;
tweangly;3.0;3.0;3.0;3.0;1;12.0
twiords;5.0;2.0;2.0;4.0;1;13.0
twiuty;4.0;1.0;2.0;3.0;1;10.0
twoiatz;4.0;5.0;3.0;3.0;1;15.0
twuach;5.0;3.0;4.0;5.0;1;17.0
twuold;2.0;2.0;2.0;1.0;1;7.0
typain;;;;;1;
typuabs;4.0;2.0;2.0;2.0;1;10.0
veauks;5.0;3.0;4.0;5.0;1;17.0
viocs;3.0;3.0;3.0;2.0;1;11.0
voah;;;;;1;
voenk;4.0;3.0;3.0;5.0;1;15.0
vuently;4.0;1.0;2.0;5.0;1;12.0
weech;3.0;1.0;2.0;3.0;1;9.0
whoogs;5.0;2.0;3.0;2.0;1;12.0
woem;4.0;5.0;5.0;5.0;1;19.0
wrauel;3.0;2.0;2.0;2.0;1;9.0
wreaucy;4.0;1.0;2.0;2.0;1;9.0
wub;2.0;2.0;2.0;3.0;1;9.0
xaerg;2.0;2.0;3.0;2.0;1;9.0
xaiosk;3.0;2.0;2.0;2.0;1;9.0
xiack;4.0;2.0;2.0;2.0;1;10.0
xiects;5.0;3.0;3.0;5.0;1;16.0
xirts;;;;;1;
yaar;5.0;4.0;3.0;4.0;1;16.0
yeeld;4.0;2.0;2.0;3.0;1;11.0
yiuz;3.0;2.0;2.0;3.0;1;10.0
younk;3.0;5.0;2.0;2.0;1;12.0
yuorts;3.0;3.0;3.0;3.0;1;12.0
zaap;1.0;1.0;1.0;2.0;1;5.0
