id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
skaord;3.0;4.0;3.0;1.0;0;11.0
skiords;4.0;2.0;2.0;3.0;0;11.0
skuiepp;3.0;2.0;2.0;2.0;0;9.0
smeiag;3.0;3.0;2.0;2.0;0;10.0
sniev;2.0;1.0;1.0;3.0;0;7.0
snoiam;2.0;3.0;2.0;3.0;0;10.0
spaops;;;;;0;
speidly;3.0;3.0;3.0;3.0;0;12.0
spleurf;;;;;0;
sproom;3.0;4.0;3.0;4.0;0;14.0
spuorr;4.0;4.0;4.0;3.0;0;15.0
sqoonds;4.0;3.0;4.0;4.0;0;15.0
sruatt;3.0;2.0;2.0;2.0;0;9.0
stautch;3.0;2.0;2.0;2.0;0;9.0
streirm;3.0;2.0;1.0;2.0;0;8.0
striey;4.0;4.0;4.0;4.0;0;16.0
stritz;2.0;1.0;1.0;1.0;0;5.0
swoem;2.0;1.0;2.0;2.0;0;7.0
swuongly;3.0;3.0;3.0;3.0;0;12.0
symbeiarty;3.0;3.0;4.0;3.0;0;13.0
symboih;3.0;3.0;3.0;3.0;0;12.0
symbuect;3.0;4.0;3.0;4.0;0;14.0
synuably;3.0;2.0;2.0;2.0;0;9.0
teusm;3.0;3.0;3.0;3.0;0;12.0
treght;4.0;2.0;3.0;2.0;0;11.0
triery;3.0;3.0;2.0;3.0;0;11.0
tuft;5.0;5.0;4.0;5.0;0;19.0
twaasly;3.0;3.0;2.0;2.0;0;10.0
typaect;5.0;4.0;4.0;3.0;0;16.0
typeiash;3.0;3.0;3.0;3.0;0;12.0
typery;3.0;2.0;2.0;3.0;0;10.0
weacy;3.0;2.0;2.0;3.0;0;10.0
woelt;3.0;2.0;2.0;3.0;0;10.0
yaaly;4.0;3.0;3.0;3.0;0;13.0
zauh;;;;;0;
zeelt;;;;;0;
