id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
schruach;5.0;5.0;5.0;5.0;0;20.0
schuth;2.0;3.0;2.0;2.0;0;9.0
schwaiants;2.0;2.0;3.0;1.0;0;8.0
schweands;;;;;0;
sciintly;5.0;5.0;5.0;5.0;0;20.0
scraerr;5.0;4.0;4.0;4.0;0;17.0
scrairm;3.0;2.0;3.0;3.0;0;11.0
scrieth;;;;;0;
shraiory;4.0;3.0;3.0;3.0;0;13.0
skorg;2.0;2.0;2.0;2.0;0;8.0
skouc;3.0;3.0;2.0;2.0;0;10.0
slaasly;5.0;4.0;4.0;4.0;0;17.0
slaght;3.0;2.0;2.0;2.0;0;9.0
slauesch;4.0;5.0;4.0;4.0;0;17.0
sleisp;3.0;3.0;4.0;3.0;0;13.0
snaitch;4.0;4.0;4.0;3.0;0;15.0
sneirt;;;;;0;
snoeps;2.0;3.0;3.0;2.0;0;10.0
soud;2.0;2.0;2.0;2.0;0;8.0
spleaurg;3.0;3.0;3.0;2.0;0;11.0
spliah;3.0;3.0;3.0;3.0;0;12.0
spraiob;3.0;2.0;2.0;2.0;0;9.0
sqiasm;;;;;0;
srauerk;4.0;3.0;2.0;4.0;0;13.0
sreich;3.0;2.0;2.0;4.0;0;11.0
sruiency;3.0;3.0;3.0;3.0;0;12.0
staiocs;;;;;0;
stiotch;4.0;4.0;3.0;4.0;0;15.0
strintz;3.0;2.0;2.0;3.0;0;10.0
swuadly;4.0;4.0;4.0;5.0;0;17.0
symbiist;3.0;3.0;3.0;2.0;0;11.0
syniork;3.0;3.0;3.0;3.0;0;12.0
synuorst;;;;;0;
sziounts;2.0;3.0;3.0;1.0;0;9.0
szoiay;3.0;3.0;2.0;2.0;0;10.0
szow;;;;;0;
thoort;3.0;3.0;4.0;3.0;0;13.0
thraann;;;;;0;
threall;3.0;2.0;2.0;4.0;0;11.0
threib;5.0;5.0;5.0;5.0;0;20.0
toerly;2.0;2.0;2.0;1.0;0;7.0
toiv;5.0;4.0;4.0;3.0;0;16.0
treiapt;;;;;0;
troialls;3.0;3.0;3.0;3.0;0;12.0
tsaiws;3.0;3.0;3.0;2.0;0;11.0
twaard;;;;;0;
twoiatz;4.0;4.0;4.0;2.0;0;14.0
twuold;3.0;1.0;1.0;2.0;0;7.0
voah;2.0;2.0;2.0;1.0;0;7.0
voenk;2.0;3.0;2.0;4.0;0;11.0
vuently;3.0;2.0;2.0;3.0;0;10.0
weech;3.0;3.0;2.0;2.0;0;10.0
whoogs;3.0;3.0;3.0;1.0;0;10.0
wrauel;3.0;3.0;2.0;3.0;0;11.0
wreaucy;2.0;2.0;2.0;1.0;0;7.0
wub;2.0;2.0;2.0;1.0;0;7.0
xaerg;3.0;3.0;3.0;1.0;0;10.0
xirts;;;;;0;
yaar;3.0;4.0;3.0;3.0;0;13.0
yeeld;3.0;2.0;2.0;3.0;0;10.0
yiuz;3.0;3.0;3.0;3.0;0;12.0
younk;3.0;3.0;3.0;2.0;0;11.0
zaap;3.0;2.0;2.0;3.0;0;10.0
