id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
ghaung;2.0;4.0;4.0;4.0;3;14.0
ghoaf;2.0;2.0;2.0;4.0;3;10.0
gieun;3.0;3.0;3.0;3.0;3;12.0
gieuz;1.0;4.0;4.0;3.0;3;12.0
glauel;5.0;4.0;5.0;4.0;3;18.0
gleentz;3.0;4.0;4.0;5.0;3;16.0
gliiws;3.0;3.0;3.0;2.0;3;11.0
gniacs;3.0;2.0;3.0;3.0;3;11.0
haebs;3.0;4.0;5.0;3.0;3;15.0
hraemp;4.0;4.0;5.0;4.0;3;17.0
hraoght;2.0;4.0;3.0;3.0;3;12.0
hriest;2.0;4.0;4.0;2.0;3;12.0
hriogy;3.0;4.0;4.0;3.0;3;14.0
hriorf;3.0;4.0;4.0;2.0;3;13.0
hroiash;2.0;4.0;4.0;2.0;3;12.0
hydroath;2.0;2.0;3.0;3.0;3;10.0
hydruenn;2.0;2.0;2.0;2.0;3;8.0
hyihl;1.0;3.0;2.0;4.0;3;10.0
hypuely;3.0;4.0;3.0;4.0;3;14.0
hyuewn;4.0;4.0;4.0;3.0;3;15.0
hyuients;3.0;4.0;4.0;3.0;3;14.0
hyuierly;3.0;4.0;4.0;2.0;3;13.0
jiaft;3.0;4.0;3.0;2.0;3;12.0
kaidly;3.0;5.0;5.0;3.0;3;16.0
kheasm;2.0;3.0;2.0;3.0;3;10.0
kheov;3.0;4.0;5.0;4.0;3;16.0
khiery;3.0;5.0;4.0;3.0;3;15.0
khoogs;3.0;5.0;5.0;3.0;3;16.0
khort;3.0;5.0;5.0;3.0;3;16.0
kiost;3.0;3.0;2.0;3.0;3;11.0
klaiord;4.0;4.0;4.0;4.0;3;16.0
klaofy;2.0;3.0;3.0;3.0;3;11.0
klauls;4.0;4.0;5.0;3.0;3;16.0
kliotz;3.0;4.0;4.0;2.0;3;13.0
kloells;2.0;2.0;2.0;2.0;3;8.0
kneip;4.0;5.0;5.0;2.0;3;16.0
knith;4.0;5.0;5.0;3.0;3;17.0
knuif;4.0;5.0;5.0;4.0;3;18.0
koms;1.0;2.0;2.0;3.0;3;8.0
kraald;3.0;4.0;4.0;4.0;3;15.0
kraiows;3.0;4.0;4.0;3.0;3;14.0
kraism;3.0;4.0;4.0;4.0;3;15.0
krioun;3.0;4.0;4.0;4.0;3;15.0
kruorly;4.0;4.0;5.0;3.0;3;16.0
kuews;3.0;3.0;3.0;4.0;3;13.0
kurk;3.0;4.0;4.0;3.0;3;14.0
kwoks;3.0;4.0;4.0;3.0;3;14.0
kwuish;4.0;3.0;3.0;3.0;3;13.0
kwuiwn;3.0;3.0;4.0;3.0;3;13.0
ladly;2.0;3.0;2.0;3.0;3;10.0
laurth;2.0;4.0;4.0;2.0;3;12.0
leaucks;3.0;3.0;4.0;3.0;3;13.0
luints;4.0;3.0;4.0;3.0;3;14.0
mady;3.0;3.0;4.0;3.0;3;13.0
mcaully;3.0;4.0;4.0;3.0;3;14.0
mccaurr;4.0;5.0;5.0;4.0;3;18.0
mcceacy;2.0;4.0;4.0;3.0;3;13.0
mcceiash;2.0;4.0;4.0;2.0;3;12.0
mccleess;2.0;5.0;4.0;3.0;3;14.0
mccloal;3.0;4.0;4.0;4.0;3;15.0
mccreaucs;3.0;5.0;4.0;4.0;3;16.0
mcdaib;2.0;4.0;4.0;3.0;3;13.0
mcdiins;3.0;4.0;5.0;3.0;3;15.0
mcdiuny;2.0;3.0;3.0;3.0;3;11.0
mcduay;3.0;4.0;3.0;4.0;3;14.0
mcduintz;3.0;4.0;4.0;3.0;3;14.0
mcduiys;3.0;4.0;4.0;4.0;3;15.0
mcduosch;2.0;4.0;3.0;3.0;3;12.0
mceft;4.0;5.0;5.0;3.0;3;17.0
mceirk;4.0;5.0;5.0;3.0;3;17.0
mcfaagh;2.0;4.0;4.0;3.0;3;13.0
mcgeaung;3.0;5.0;4.0;3.0;3;15.0
mcgionts;3.0;4.0;3.0;4.0;3;14.0
mciungs;3.0;5.0;5.0;3.0;3;16.0
mckuieys;4.0;5.0;4.0;4.0;3;17.0
mckuily;3.0;3.0;3.0;4.0;3;13.0
mcliiwn;3.0;5.0;5.0;3.0;3;16.0
mcloiarst;3.0;5.0;5.0;3.0;3;16.0
mcmaack;4.0;5.0;5.0;3.0;3;17.0
mcmeb;3.0;2.0;3.0;4.0;3;12.0
mcmex;3.0;4.0;4.0;3.0;3;14.0
mcmiisly;3.0;4.0;4.0;4.0;3;15.0
mcmook;3.0;4.0;5.0;3.0;3;15.0
mcmoorth;4.0;5.0;5.0;4.0;3;18.0
mcmuoys;3.0;3.0;3.0;4.0;3;13.0
mcnaack;4.0;5.0;5.0;4.0;3;18.0
mcneorry;4.0;3.0;3.0;3.0;3;13.0
mcniolly;4.0;5.0;5.0;3.0;3;17.0
mcnoedy;4.0;3.0;3.0;3.0;3;13.0
muosch;3.0;5.0;4.0;4.0;3;16.0
nantly;3.0;5.0;5.0;4.0;3;17.0
niaps;3.0;3.0;3.0;4.0;3;13.0
niirn;2.0;3.0;2.0;3.0;3;10.0
nitt;3.0;4.0;4.0;4.0;3;15.0
peey;2.0;4.0;4.0;4.0;3;14.0
pfaubs;2.0;5.0;5.0;3.0;3;15.0
pfaugh;3.0;2.0;1.0;4.0;3;10.0
pfoely;3.0;5.0;5.0;3.0;3;16.0
phaoll;3.0;5.0;5.0;5.0;3;18.0
phaols;4.0;5.0;5.0;3.0;3;17.0
physaiotts;3.0;5.0;5.0;3.0;3;16.0
physaox;3.0;4.0;4.0;4.0;3;15.0
physeings;3.0;4.0;5.0;3.0;3;15.0
physeobly;3.0;5.0;5.0;4.0;3;17.0
physeurg;3.0;5.0;4.0;5.0;3;17.0
physieunds;2.0;5.0;5.0;4.0;3;16.0
physiud;2.0;5.0;5.0;4.0;3;16.0
pleiafy;2.0;4.0;3.0;4.0;3;13.0
ploont;4.0;4.0;3.0;5.0;3;16.0
ploopp;3.0;5.0;5.0;3.0;3;16.0
posch;3.0;5.0;5.0;4.0;3;17.0
prait;2.0;5.0;4.0;4.0;3;15.0
praiys;2.0;5.0;4.0;4.0;3;15.0
priouft;4.0;4.0;4.0;4.0;3;16.0
pruort;4.0;5.0;5.0;2.0;3;16.0
psychaants;2.0;3.0;4.0;3.0;3;12.0
psychiaown;4.0;5.0;5.0;3.0;3;17.0
psychieubs;2.0;4.0;2.0;4.0;3;12.0
psychiink;3.0;4.0;3.0;4.0;3;14.0
puann;3.0;5.0;5.0;3.0;3;16.0
puass;2.0;5.0;5.0;4.0;3;16.0
qeatch;3.0;5.0;5.0;5.0;3;18.0
qeigs;2.0;3.0;3.0;4.0;3;12.0
qeury;3.0;5.0;5.0;4.0;3;17.0
reorn;3.0;5.0;5.0;3.0;3;16.0
rhaesm;4.0;5.0;3.0;4.0;3;16.0
rhoisk;4.0;5.0;4.0;4.0;3;17.0
ruent;3.0;5.0;5.0;4.0;3;17.0
schaiow;3.0;4.0;5.0;4.0;3;16.0
schaly;3.0;5.0;4.0;4.0;3;16.0
schioub;3.0;5.0;5.0;3.0;3;16.0
schliur;3.0;5.0;4.0;4.0;3;16.0
schmiects;3.0;4.0;4.0;3.0;3;14.0
schmieunk;3.0;5.0;5.0;4.0;3;17.0
schmint;3.0;5.0;4.0;3.0;3;15.0
schneian;3.0;4.0;5.0;2.0;3;14.0
schraatz;2.0;4.0;4.0;3.0;3;13.0
schraems;2.0;4.0;4.0;2.0;3;12.0
schraoft;2.0;5.0;5.0;2.0;3;14.0
schrauerf;2.0;5.0;5.0;3.0;3;15.0
schreell;2.0;3.0;4.0;2.0;3;11.0
schriors;2.0;3.0;3.0;3.0;3;11.0
schriouct;3.0;5.0;5.0;3.0;3;16.0
schuils;2.0;4.0;5.0;2.0;3;13.0
schwiouf;4.0;4.0;4.0;4.0;3;16.0
schwioutz;3.0;5.0;5.0;3.0;3;16.0
schwooks;3.0;4.0;4.0;2.0;3;13.0
schwoov;3.0;5.0;5.0;3.0;3;16.0
schworn;2.0;4.0;4.0;4.0;3;14.0
scoirt;3.0;5.0;5.0;3.0;3;16.0
scuef;2.0;5.0;5.0;4.0;3;16.0
seaucks;3.0;5.0;5.0;3.0;3;16.0
shraialy;3.0;4.0;4.0;4.0;3;15.0
shraids;4.0;5.0;5.0;2.0;3;16.0
shrierth;3.0;5.0;5.0;3.0;3;16.0
shriil;2.0;5.0;5.0;3.0;3;15.0
shroiagh;2.0;3.0;3.0;3.0;3;11.0
shruers;4.0;5.0;5.0;3.0;3;17.0
shubly;2.0;5.0;5.0;3.0;3;15.0
siaf;3.0;4.0;5.0;3.0;3;15.0
skaiw;4.0;5.0;4.0;3.0;3;16.0
skaups;4.0;5.0;5.0;4.0;3;18.0
skoasm;3.0;5.0;5.0;2.0;3;15.0
slaern;4.0;5.0;5.0;4.0;3;18.0
smaancy;4.0;5.0;5.0;4.0;3;18.0
smaiasp;4.0;5.0;5.0;2.0;3;16.0
smeawn;4.0;5.0;4.0;4.0;3;17.0
smeums;3.0;5.0;5.0;3.0;3;16.0
smiaotch;2.0;4.0;5.0;4.0;3;15.0
smueb;2.0;4.0;4.0;3.0;3;13.0
smuirst;4.0;5.0;5.0;3.0;3;17.0
sniall;3.0;4.0;4.0;3.0;3;14.0
sniurst;2.0;4.0;4.0;2.0;3;12.0
snuantly;3.0;5.0;5.0;3.0;3;16.0
snur;3.0;5.0;5.0;4.0;3;17.0
speutts;3.0;5.0;5.0;3.0;3;16.0
spict;2.0;4.0;4.0;3.0;3;13.0
spieuf;2.0;4.0;4.0;3.0;3;13.0
spleipp;4.0;5.0;5.0;4.0;3;18.0
spraiorn;2.0;3.0;3.0;3.0;3;11.0
spreiands;3.0;5.0;5.0;4.0;3;17.0
spreisk;4.0;5.0;5.0;4.0;3;18.0
spreuly;4.0;4.0;3.0;5.0;3;16.0
sqaiast;4.0;4.0;5.0;3.0;3;16.0
sqeaupp;3.0;5.0;5.0;4.0;3;17.0
sqilt;3.0;5.0;5.0;4.0;3;17.0
sqounn;4.0;4.0;4.0;3.0;3;15.0
squd;3.0;4.0;3.0;4.0;3;14.0
sraongly;3.0;5.0;4.0;3.0;3;15.0
sreott;3.0;5.0;5.0;2.0;3;15.0
sriat;3.0;4.0;4.0;2.0;3;13.0
staecy;3.0;4.0;5.0;2.0;3;14.0
staudly;2.0;5.0;4.0;3.0;3;14.0
steerf;3.0;4.0;3.0;3.0;3;13.0
straey;2.0;4.0;3.0;3.0;3;12.0
straosk;4.0;3.0;3.0;5.0;3;15.0
streausm;3.0;5.0;5.0;3.0;3;16.0
struands;3.0;4.0;5.0;2.0;3;14.0
swaav;3.0;4.0;5.0;2.0;3;14.0
sweoght;2.0;4.0;5.0;5.0;3;16.0
swesm;3.0;5.0;5.0;4.0;3;17.0
swiasm;4.0;3.0;3.0;3.0;3;13.0
swoats;3.0;5.0;5.0;2.0;3;15.0
swohn;3.0;4.0;3.0;4.0;3;14.0
swurg;3.0;3.0;3.0;3.0;3;12.0
symbaiabs;4.0;5.0;5.0;4.0;3;18.0
symbasp;4.0;5.0;5.0;3.0;3;17.0
synaetch;3.0;4.0;5.0;4.0;3;16.0
synaioly;4.0;5.0;5.0;3.0;3;17.0
synaogh;2.0;4.0;4.0;4.0;3;14.0
syneaurth;4.0;5.0;5.0;4.0;3;18.0
syniurt;2.0;3.0;4.0;4.0;3;13.0
synoads;3.0;4.0;3.0;3.0;3;13.0
synuak;3.0;5.0;5.0;2.0;3;15.0
synuocy;4.0;5.0;3.0;4.0;3;16.0
sziark;3.0;5.0;5.0;3.0;3;16.0
szoiands;4.0;5.0;5.0;4.0;3;18.0
szoiny;4.0;4.0;4.0;4.0;3;16.0
taamp;4.0;4.0;4.0;4.0;3;16.0
tauet;4.0;3.0;2.0;3.0;3;12.0
teaucy;2.0;4.0;4.0;4.0;3;14.0
teic;4.0;4.0;2.0;3.0;3;13.0
theiantz;3.0;5.0;5.0;4.0;3;17.0
theipt;2.0;4.0;5.0;4.0;3;15.0
threaunts;2.0;4.0;4.0;3.0;3;13.0
threrg;3.0;5.0;5.0;2.0;3;15.0
tiull;2.0;4.0;5.0;3.0;3;14.0
trauz;2.0;3.0;2.0;4.0;3;11.0
treucs;4.0;5.0;5.0;3.0;3;17.0
treust;3.0;5.0;5.0;3.0;3;16.0
tsiil;4.0;5.0;5.0;3.0;3;17.0
tsoupt;5.0;5.0;3.0;5.0;3;18.0
tsuien;4.0;4.0;4.0;4.0;3;16.0
tung;3.0;4.0;3.0;2.0;3;12.0
twaicks;3.0;4.0;4.0;4.0;3;15.0
tweauck;3.0;4.0;5.0;3.0;3;15.0
tweiagy;5.0;5.0;5.0;5.0;3;20.0
twengly;4.0;4.0;4.0;3.0;3;15.0
tweonk;3.0;4.0;4.0;3.0;3;14.0
twiaot;3.0;4.0;4.0;4.0;3;15.0
twoaty;3.0;4.0;5.0;4.0;3;16.0
typiuts;4.0;5.0;4.0;3.0;3;16.0
vuiefy;4.0;5.0;5.0;3.0;3;17.0
waiarm;3.0;5.0;5.0;3.0;3;16.0
weaft;3.0;5.0;5.0;3.0;3;16.0
wiitts;3.0;5.0;5.0;3.0;3;16.0
wraays;4.0;3.0;3.0;4.0;3;14.0
wrauerr;3.0;5.0;4.0;4.0;3;16.0
wreamp;3.0;4.0;3.0;3.0;3;13.0
wreegh;2.0;3.0;4.0;4.0;3;13.0
wuieff;3.0;3.0;4.0;4.0;3;14.0
wuirf;4.0;4.0;4.0;4.0;3;16.0
xall;3.0;3.0;2.0;3.0;3;11.0
xauesp;4.0;5.0;5.0;3.0;3;17.0
xeoch;5.0;5.0;4.0;5.0;3;19.0
xiidy;2.0;2.0;3.0;3.0;3;10.0
xisch;4.0;5.0;5.0;4.0;3;18.0
xoys;2.0;3.0;3.0;4.0;3;12.0
yogh;3.0;5.0;5.0;3.0;3;16.0
zaioft;4.0;5.0;5.0;3.0;3;17.0
ziurm;4.0;5.0;5.0;4.0;3;18.0
